latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
49.8712,4.5947,,0,GMT,GMT

time,"temperature_2m (°C)","wind_speed_10m (kn)","wind_direction_10m (°)","pressure_msl (hPa)","relative_humidity_2m (%)"
2026-06-01T00:00,13.6,1.6,263,1018.6,77
2026-06-01T01:00,12.7,1.7,201,1018.2,83
2026-06-01T02:00,12,0.8,180,1018.6,87
2026-06-01T03:00,11.3,0.6,162,1018.7,92
2026-06-01T04:00,10.7,1.8,186,1018.7,95
2026-06-01T05:00,11.5,1,233,1019,98
2026-06-01T06:00,12.7,1,248,1018.9,94
2026-06-01T07:00,13.7,1.2,219,1018.6,89
2026-06-01T08:00,15.7,2.3,185,1018,83
2026-06-01T09:00,17.3,3.3,159,1017.6,75
2026-06-01T10:00,18.6,3.3,187,1017.8,68
2026-06-01T11:00,19.8,3.6,193,1017.4,62
2026-06-01T12:00,20.4,3.2,205,1016.9,58
2026-06-01T13:00,20.9,4.4,218,1016.6,57
2026-06-01T14:00,20.9,3.6,216,1016.1,58
2026-06-01T15:00,21.5,3.9,198,1015.6,55
2026-06-01T16:00,21.4,2.9,188,1014.7,58
2026-06-01T17:00,21.2,2.6,207,1013.9,58
2026-06-01T18:00,20.9,2.6,163,1013.7,65
2026-06-01T19:00,19.1,1.8,162,1013.2,76
2026-06-01T20:00,17.3,2.5,162,1012.8,80
2026-06-01T21:00,16.4,2.2,142,1012.6,77
2026-06-01T22:00,15.6,2.8,129,1012.2,79
2026-06-01T23:00,15.3,2.6,117,1011.5,82
2026-06-02T00:00,15.2,2.2,128,1011.1,81
2026-06-02T01:00,14.9,1.7,63,1010.7,82
2026-06-02T02:00,14.6,1.6,60,1010,85
2026-06-02T03:00,14.8,2.4,81,1009.6,86
2026-06-02T04:00,15.1,2.8,129,1008.7,83
2026-06-02T05:00,14.9,2.3,149,1008.1,88
2026-06-02T06:00,15.2,3.4,156,1007.9,93
2026-06-02T07:00,15.2,2.3,156,1007.7,92
2026-06-02T08:00,16.7,2.5,176,1006.7,88
2026-06-02T09:00,17.7,5.5,188,1006.1,82
2026-06-02T10:00,17.4,4.4,218,1006.7,86
2026-06-02T11:00,15.3,7.2,272,1006.2,94
2026-06-02T12:00,16.4,2.1,180,1006.3,91
2026-06-02T13:00,18.3,3.8,204,1005.3,73
2026-06-02T14:00,15.9,3,191,1005.6,89
2026-06-02T15:00,13.1,2.9,160,1006.4,97
2026-06-02T16:00,15.3,3.2,245,1007.2,86
2026-06-02T17:00,15,5.4,240,1006.7,87
2026-06-02T18:00,14.7,2.9,222,1007.1,88
2026-06-02T19:00,14.3,4.9,254,1008,90
2026-06-02T20:00,12.8,3.6,221,1008.8,97
2026-06-02T21:00,12.5,2.6,189,1009.4,98
2026-06-02T22:00,12,3.8,240,1009.4,98
2026-06-02T23:00,11.9,3.4,239,1009.6,97
2026-06-03T00:00,12.2,3.6,225,1009.8,94
2026-06-03T01:00,12.1,5.6,226,1010,94
2026-06-03T02:00,12.2,4.1,225,1010.7,95
2026-06-03T03:00,12.4,6.5,237,1010.7,93
2026-06-03T04:00,12.2,4.2,257,1011.2,94
2026-06-03T05:00,12.3,4.7,228,1011.6,95
2026-06-03T06:00,12.5,4.9,236,1011.9,93
2026-06-03T07:00,12.8,5.4,229,1012.1,90
2026-06-03T08:00,13.3,5.4,218,1011.7,88
2026-06-03T09:00,13.7,6.3,223,1011.3,84
2026-06-03T10:00,15.1,6.3,220,1011,76
2026-06-03T11:00,15.1,6.5,203,1011.1,78
2026-06-03T12:00,15.4,6.1,187,1010.3,78
2026-06-03T13:00,16.4,8.9,191,1010.1,73
2026-06-03T14:00,17.2,8.8,198,1009.8,68
2026-06-03T15:00,16.7,7,208,1009.3,72
2026-06-03T16:00,15.4,5.6,200,1008.2,84
2026-06-03T17:00,14.5,5.6,194,1008.4,94
2026-06-03T18:00,14,4.9,173,1007.7,99
2026-06-03T19:00,14,7.8,138,1007.3,99
2026-06-03T20:00,14.6,10.4,151,1006.8,93
2026-06-03T21:00,14.6,6.8,162,1006.4,96
2026-06-03T22:00,14.7,7.6,183,1005.9,95
2026-06-03T23:00,14.9,5.6,236,1005.6,94
2026-06-04T00:00,14.9,6.9,205,1005.4,93
2026-06-04T01:00,14.9,4.1,225,1004.8,93
2026-06-04T02:00,14.6,6.3,225,1004.9,94
2026-06-04T03:00,14.2,6.7,206,1004.6,88
2026-06-04T04:00,13.7,5.9,203,1003.6,89
2026-06-04T05:00,13.5,6.1,191,1004.4,94
2026-06-04T06:00,13.5,8,193,1003.6,90
2026-06-04T07:00,13.8,7.6,203,1003.9,90
2026-06-04T08:00,14.1,8.2,194,1003.4,90
2026-06-04T09:00,14.1,7.1,191,1002.9,91
2026-06-04T10:00,14,9.2,249,1003,91
2026-06-04T11:00,15.7,8.3,219,1003.1,82
2026-06-04T12:00,16.8,9.8,203,1002.7,72
2026-06-04T13:00,17.2,6.8,200,1002.9,70
2026-06-04T14:00,12.9,9.4,294,1004.7,95
2026-06-04T15:00,13.2,2.1,185,1005.2,96
2026-06-04T16:00,15.3,2.9,233,1005,80
2026-06-04T17:00,15.8,5.6,216,1005.2,72
2026-06-04T18:00,14.9,5.8,225,1005.8,74
2026-06-04T19:00,14.1,5.9,221,1006.6,80
2026-06-04T20:00,13.1,3.1,210,1006.9,85
2026-06-04T21:00,12.4,3,207,1007.8,90
2026-06-04T22:00,11.8,4.3,223,1009,91
2026-06-04T23:00,12,4.2,233,1009.5,89
2026-06-05T00:00,11.6,2.9,217,1010.1,89
2026-06-05T01:00,10.8,2.7,159,1010.3,91
2026-06-05T02:00,10.4,3.1,187,1010.9,96
2026-06-05T03:00,10.7,4.3,207,1011.7,91
2026-06-05T04:00,10.8,4,219,1012.1,90
2026-06-05T05:00,11,4.7,215,1012.8,90
2026-06-05T06:00,11.1,4.8,223,1013.7,90
2026-06-05T07:00,11.3,3.9,237,1013.9,94
2026-06-05T08:00,11.8,3.4,223,1014.4,94
2026-06-05T09:00,13.2,3.7,231,1014.5,86
2026-06-05T10:00,13.3,3.9,217,1014.8,87
2026-06-05T11:00,14.8,5.3,197,1014.6,81
2026-06-05T12:00,16,4.8,223,1014.7,72
2026-06-05T13:00,16.8,5.8,182,1014.5,70
2026-06-05T14:00,16.5,6.5,207,1014.7,70
2026-06-05T15:00,14.2,4.5,205,1015,87
2026-06-05T16:00,15,6.5,229,1015.3,77
2026-06-05T17:00,15.5,3.9,233,1015.1,73
2026-06-05T18:00,15.2,3.1,202,1015.5,75
2026-06-05T19:00,14.5,1.8,193,1015.3,80
2026-06-05T20:00,12.3,1.6,166,1015.4,90
2026-06-05T21:00,11,0.7,146,1016,98
2026-06-05T22:00,10.1,2.3,121,1016,99
2026-06-05T23:00,9.8,1.9,90,1015.5,96
2026-06-06T00:00,8.9,0.8,166,1015.7,99
2026-06-06T01:00,8.6,1.2,39,1015.7,99
2026-06-06T02:00,8.1,1.1,59,1015.7,100
2026-06-06T03:00,8.3,1.8,77,1015.5,98
2026-06-06T04:00,9,1.7,69,1015.3,96
2026-06-06T05:00,8.9,1,68,1015.6,100
2026-06-06T06:00,11.2,3,117,1015.5,92
2026-06-06T07:00,12.8,4,133,1015.1,86
2026-06-06T08:00,15.2,5.6,134,1014.6,77
2026-06-06T09:00,16.1,6.9,169,1013.9,69
2026-06-06T10:00,16.4,6.8,182,1013.6,66
2026-06-06T11:00,17.1,7.3,171,1013.8,63
2026-06-06T12:00,16.9,6.9,172,1013.5,63
2026-06-06T13:00,16.1,6.2,180,1013.5,75
2026-06-06T14:00,15.2,6.8,182,1013.9,84
2026-06-06T15:00,14.1,6.3,206,1014.2,95
2026-06-06T16:00,14.5,4.8,168,1014.2,94
2026-06-06T17:00,15.4,4.1,175,1014.3,87
2026-06-06T18:00,14.9,2.2,153,1014.9,92
2026-06-06T19:00,14.1,3.3,197,1015.6,91
2026-06-06T20:00,13.9,3.7,242,1016.5,88
2026-06-06T21:00,13.6,3.6,241,1017.3,84
2026-06-06T22:00,13.1,4.1,245,1018.2,83
2026-06-06T23:00,12.3,3.3,267,1018.9,85
2026-06-07T00:00,11.4,2.5,270,1019.7,90
2026-06-07T01:00,11.6,3.2,245,1020.4,83
2026-06-07T02:00,11.1,3,230,1020.6,84
2026-06-07T03:00,10.9,3.6,254,1021.5,80
2026-06-07T04:00,10,1.5,230,1022.2,88
2026-06-07T05:00,10.2,1.9,180,1022.7,88
2026-06-07T06:00,11.5,3.9,221,1023.5,80
2026-06-07T07:00,12.2,4.3,234,1023.9,77
2026-06-07T08:00,12.8,4.1,229,1024,75
2026-06-07T09:00,13.7,5.2,214,1024.2,70
2026-06-07T10:00,14.2,5.1,233,1024.3,69
2026-06-07T11:00,14.7,4.7,235,1024.3,68
2026-06-07T12:00,15.5,5.1,227,1023.7,65
2026-06-07T13:00,16.2,4.9,214,1024,63
2026-06-07T14:00,16.7,4,223,1023.7,63
2026-06-07T15:00,17.3,4.2,214,1023.3,62
2026-06-07T16:00,17.5,2.9,228,1023.1,62
2026-06-07T17:00,17.2,3.1,235,1022.8,65
2026-06-07T18:00,17.1,1,233,1022.3,70
2026-06-07T19:00,15.6,0.8,104,1022.1,78
2026-06-07T20:00,13.7,0.4,153,1021.7,83
2026-06-07T21:00,12,1.2,108,1021.4,94
2026-06-07T22:00,11.7,0.7,326,1021.6,95
2026-06-07T23:00,11.3,0.5,315,1021,97
2026-06-08T00:00,11.4,2.7,94,1020.6,94
2026-06-08T01:00,10.7,0.7,124,1020.2,95
2026-06-08T02:00,10,1.6,76,1019.8,97
2026-06-08T03:00,9.6,1.4,90,1019.5,97
2026-06-08T04:00,10,2.1,56,1019.2,95
2026-06-08T05:00,10.9,2.1,85,1018.3,93
2026-06-08T06:00,11.6,1.8,84,1018.4,97
2026-06-08T07:00,13.6,2.8,102,1017.4,87
2026-06-08T08:00,14.9,4.1,107,1016.9,80
2026-06-08T09:00,16.3,3.4,114,1016.5,77
2026-06-08T10:00,17.2,4.1,109,1016.2,76
2026-06-08T11:00,18,5.5,135,1015.1,72
2026-06-08T12:00,18.9,5.5,174,1014.6,71
2026-06-08T13:00,18.6,5.5,162,1014.3,69
2026-06-08T14:00,18.6,7.3,171,1013.4,72
2026-06-08T15:00,19.5,8.7,190,1012.8,65
2026-06-08T16:00,18.8,6.7,221,1012.5,72
2026-06-08T17:00,16.4,7.4,275,1013.7,85
2026-06-08T18:00,14.6,5,301,1014.8,78
2026-06-08T19:00,13.9,5.4,319,1015.1,78
2026-06-08T20:00,12.9,4.4,291,1014.9,79
2026-06-08T21:00,12,5.8,266,1016.2,93
2026-06-08T22:00,11.6,4,203,1015.7,99
2026-06-08T23:00,11.6,4,215,1015.7,97
2026-06-09T00:00,11.6,4.1,221,1016.1,95
2026-06-09T01:00,11.1,2.9,250,1016.2,94
2026-06-09T02:00,10.9,3.4,254,1016.6,93
2026-06-09T03:00,10.6,4.3,265,1017.4,92
2026-06-09T04:00,10,4.5,265,1017.1,94
2026-06-09T05:00,9.9,3.5,243,1018.3,92
2026-06-09T06:00,10.3,4,256,1018.8,88
2026-06-09T07:00,11.5,5.2,257,1018.5,79
2026-06-09T08:00,12.6,4.8,243,1018.3,73
2026-06-09T09:00,13.3,4.7,251,1018.2,69
2026-06-09T10:00,13.5,6.4,250,1018.4,71
2026-06-09T11:00,14.4,5.8,240,1018.7,64
2026-06-09T12:00,15,6.2,226,1018.3,59
2026-06-09T13:00,15.1,7.6,226,1018.2,58
2026-06-09T14:00,15.7,6.9,225,1017.8,57
2026-06-09T15:00,15.5,6.4,235,1017.9,56
2026-06-09T16:00,12.7,8.3,281,1018,84
2026-06-09T17:00,12,0.8,225,1018.2,88
2026-06-09T18:00,13.2,3.2,223,1018.3,80
2026-06-09T19:00,13,2.9,217,1017.9,78
2026-06-09T20:00,12.2,1.7,216,1017.9,79
2026-06-09T21:00,11.4,0.8,225,1018.1,82
2026-06-09T22:00,10.4,2.1,221,1018,86
2026-06-09T23:00,10.1,1.7,201,1018.3,88
2026-06-10T00:00,10.1,2.8,282,1018.4,92
2026-06-10T01:00,9.5,0.6,18,1017.8,93
2026-06-10T02:00,8.9,1,101,1018.1,97
2026-06-10T03:00,9,2,119,1018,97
2026-06-10T04:00,9.1,2.2,128,1018,97
2026-06-10T05:00,9.8,1.3,117,1018.1,95
2026-06-10T06:00,11.1,1.8,186,1018.5,90
2026-06-10T07:00,12,2.9,217,1018.5,78
2026-06-10T08:00,12.6,3.8,225,1018,75
2026-06-10T09:00,12.8,3.8,240,1018.1,72
2026-06-10T10:00,13.8,4.9,225,1018.1,66
2026-06-10T11:00,14.1,5.4,215,1018,63
2026-06-10T12:00,14.8,4.7,235,1017.7,61
2026-06-10T13:00,15.2,5.8,272,1017.6,58
2026-06-10T14:00,14.3,6.8,283,1018,68
2026-06-10T15:00,15,10.7,266,1018,64
2026-06-10T16:00,13.4,7.4,264,1018.4,78
2026-06-10T17:00,14.4,4.1,267,1017.7,67
2026-06-10T18:00,12.5,4.8,291,1017.7,81
2026-06-10T19:00,12.4,1.7,249,1018.5,85
2026-06-10T20:00,11.8,1.4,262,1018.8,82
2026-06-10T21:00,11.2,2.4,241,1019.4,83
2026-06-10T22:00,9.7,1.7,216,1019.8,94
2026-06-10T23:00,9.2,1.6,173,1020.2,96
2026-06-11T00:00,8.4,2.2,232,1020.2,97
2026-06-11T01:00,8.6,1.4,254,1020.5,95
2026-06-11T02:00,8.9,3.9,261,1020.6,90
2026-06-11T03:00,8.3,2.6,253,1020.6,94
2026-06-11T04:00,7.7,2.6,253,1021.1,97
2026-06-11T05:00,8.4,1.7,249,1021.7,95
2026-06-11T06:00,10,2.8,254,1022.9,94
2026-06-11T07:00,10.8,2.9,250,1023.4,88
2026-06-11T08:00,12.1,3,259,1022.6,77
2026-06-11T09:00,13.5,4.1,245,1022.3,71
2026-06-11T10:00,14.5,4.3,240,1022.5,67
2026-06-11T11:00,13.7,5,211,1022.5,80
2026-06-11T12:00,13.2,4.1,239,1023,83
2026-06-11T13:00,14.2,5.5,238,1022.9,74
2026-06-11T14:00,14.8,6.9,232,1022.7,69
2026-06-11T15:00,13.5,5.3,242,1022.3,83
2026-06-11T16:00,12.6,3.9,250,1022.8,95
2026-06-11T17:00,12.2,4.6,216,1022.3,93
2026-06-11T18:00,12.3,3.7,186,1022.3,93
2026-06-11T19:00,11.7,3.6,202,1022.2,98
2026-06-11T20:00,11.4,5.7,196,1021.4,99
2026-06-11T21:00,11.5,3.8,195,1021.5,99
2026-06-11T22:00,11.5,5.3,197,1021.3,99
2026-06-11T23:00,11.6,6.5,163,1021.1,98
2026-06-12T00:00,12.2,4.7,218,1021.1,97
2026-06-12T01:00,12.5,3.9,233,1021.1,98
2026-06-12T02:00,12.6,2.7,225,1021,100
2026-06-12T03:00,13,3.4,239,1020.7,100
2026-06-12T04:00,13.3,5.3,251,1020.9,100
2026-06-12T05:00,13.6,5.3,260,1021.3,100
2026-06-12T06:00,13.7,5,231,1021.6,100
2026-06-12T07:00,14,5.2,243,1021.4,100
2026-06-12T08:00,14.3,5.4,257,1022,100
2026-06-12T09:00,14.4,4.1,265,1022,100
2026-06-12T10:00,14.8,5.2,257,1022.7,98
2026-06-12T11:00,15,7,251,1022.8,96
2026-06-12T12:00,15,5.9,253,1023,97
