recorded_hour,wind_sin,wind_cos
1770753600,3.24,-5.85
1770757200,5.13,-4.48
1770760800,2.83,-2.97
1770764400,0.47,-0.07
1770768000,-4.36,-1.29
1770771600,-6.28,-2.13
1770775200,-5.71,-1.15
1770778800,-2.68,-0.43
1770782400,-4.6,-1.25
1770786000,-6.55,-1.95
1770789600,-3.7,-1.14
1770793200,-2.41,-1.32
1770796800,-5.11,-1.94
1770800400,-6.97,-2.52
1770804000,-6.87,0.3
1770807600,-8.32,-0.12
1770811200,-7.7,-1.4
1770814800,-8.5,-1.63
1770818400,-7.56,-1.09
1770822000,-3.85,-1.23
1770825600,-2.48,-1.72
1770829200,1.51,-2.32
1770832800,2.37,-5.59
1770836400,1.48,-5.67
1770840000,4.17,-7.14
1770843600,7.77,-7.37
1770847200,1.76,-6.86
1770850800,0.68,-4.52
1770854400,1.63,-6.28
1770858000,-1.15,-4.61
1770861600,-1.38,-6.75
1770865200,-3.61,-3.67
1770868800,-1.69,-2.18
1770872400,-1.97,-4.59
1770876000,-5.05,0.34
1770879600,-5.97,2.03
1770883200,-5.92,1.14
1770886800,-4.04,0.45
1770890400,-5.02,-0.4
1770894000,-4.8,0.21
1770897600,-6.29,-0.17
1770908400,-5.24,-2.01
1770912000,-3.12,-1.02
1770915600,-4.76,-0.81
1770919200,-7.36,0.43
1770922800,-7.11,-0.84
1770926400,-9.09,0.26
1770930000,-7.07,-0.56
1770933600,-6.34,0.17
1770937200,-6.88,-1.84
1770940800,-6.26,-0.93
1770944400,-5.96,-2.38
1770948000,-3.0,-1.7
1770951600,-3.12,-2.01
1770955200,-2.16,-2.79
1770958800,-0.87,-3.06
1770962400,-2.47,-2.27
1770966000,-2.45,-2.94
1770969600,-1.2,-2.94
1770973200,-0.17,-4.16
1770976800,-0.92,-3.7
1770980400,-0.66,-2.71
1770984000,-0.71,-1.34
1770987600,-0.35,-1.74
1770991200,0.1,-1.45
1770994800,-0.11,0.19
1770998400,0.16,1.18
1771002000,0.89,3.44
1771005600,0.68,2.53
1771009200,0.37,1.57
1771012800,2.05,4.44
1771016400,1.93,4.45
1771020000,1.34,4.29
1771023600,0.9,3.39
1771027200,2.39,4.09
1771030800,1.32,4.77
1771034400,1.33,4.08
1771038000,2.89,6.94
1771041600,1.26,4.87
1771045200,1.37,8.5
1771048800,1.83,5.32
1771052400,2.41,6.28
1771056000,2.62,4.38
1771059600,1.71,5.03
1771063200,2.14,2.98
1771066800,1.62,2.95
1771070400,0.39,6.24
1771074000,1.23,2.98
1771077600,1.33,4.68
1771081200,2.38,4.08
1771084800,1.62,4.09
1771088400,1.17,3.28
1771092000,0.86,1.93
1771095600,0.66,1.84
1771099200,0.71,1.86
1771102800,0.11,0.8
1771106400,0.2,0.94
1771110000,0.16,0.22
1771113600,0.64,0.87
1771117200,0.28,0.48
1771120800,0.28,0.43
1771124400,0.2,0.34
1771128000,0.74,0.12
1771131600,0.31,0.26
1771135200,1.14,-0.73
1771138800,1.26,-3.06
1771142400,3.79,-4.21
1771146000,4.51,-6.65
1771149600,3.27,-7.87
1771153200,2.31,-9.44
1771156800,7.18,-12.43
1771160400,5.96,-12.11
1771164000,9.06,-10.46
1771167600,6.77,-10.02
1771171200,6.54,-11.77
1771174800,6.15,-7.06
1771178400,5.02,-5.36
1771182000,2.43,-2.7
1771185600,0.14,-0.16
1771189200,0.0,0.0
1771192800,0.56,-0.39
1771196400,0.17,0.12
1771200000,-1.12,-0.63
1771203600,-5.51,-0.14
1771207200,-8.02,-1.34
1771210800,-6.84,0.7
1771214400,-5.78,-1.34
1771218000,-3.07,-0.54
1771221600,-2.04,-0.85
1771225200,-3.44,-0.53
1771228800,-2.45,0.19
1771232400,0.43,-0.95
1771236000,-3.96,-0.04
1771239600,-3.35,-1.82
1771243200,-6.4,-1.4
1771246800,-4.51,-0.52
1771250400,-4.36,-0.48
1771254000,-3.6,1.27
1771257600,-4.52,0.34
1771261200,-5.59,-0.76
1771264800,-7.43,-1.24
1771268400,-9.43,-0.82
1771272000,-1.3,0.45
1771275600,-0.25,-0.04
1771279200,-2.59,-0.08
1771282800,-1.89,-0.72
1771286400,-1.79,-0.08
1771290000,-1.6,-0.12
1771293600,-1.96,-0.32
1771297200,-3.58,-0.18
1771300800,-4.71,-0.16
1771304400,-3.28,0.36
1771308000,-1.75,0.57
1771311600,-4.03,-0.01
1771315200,-3.47,0.9
1771318800,-6.05,-0.74
1771322400,-2.8,0.84
1771326000,-4.97,0.65
1771329600,-5.63,1.25
1771333200,-7.69,0.01
1771336800,-6.73,-0.46
1771340400,-4.48,0.39
1771344000,-2.96,0.29
1771347600,-2.47,-0.04
1771351200,-1.29,0.16
1771354800,-0.84,0.37
1771358400,0.03,0.26
1771362000,0.16,0.25
1771365600,0.09,0.19
1771369200,0.16,0.28
1771372800,0.0,0.0
1771376400,0.0,0.0
1771380000,0.0,0.0
1771383600,0.0,0.0
1771387200,0.0,0.0
1771390800,0.18,-0.02
1771394400,0.0,0.0
1771398000,2.73,-1.56
1771401600,5.49,-1.46
1771405200,5.73,-2.78
1771408800,11.47,-6.53
1771412400,11.36,-8.91
1771416000,10.93,-7.21
1771419600,11.84,-6.18
1771423200,12.49,-7.12
1771426800,12.06,-7.8
1771430400,12.33,-6.13
1771434000,10.86,-8.22
1771437600,11.04,-5.4
1771441200,9.66,-2.87
1771444800,13.45,-7.59
1771448400,10.96,-6.7
1771452000,8.64,-1.33
1771455600,8.57,-3.67
1771459200,10.72,-5.47
1771462800,9.05,-2.78
1771466400,6.05,-0.48
1771470000,7.55,-2.13
1771473600,5.39,-1.43
1771477200,6.09,-3.27
1771480800,5.7,-2.04
1771484400,6.41,-1.91
1771488000,4.6,-1.54
1771491600,5.67,-5.95
1771495200,4.7,-4.01
1771498800,5.85,-2.96
1771502400,5.25,-2.16
1771506000,4.7,-2.66
1771509600,4.14,-2.09
1771513200,1.35,-0.96
1771516800,0.14,0.1
1771520400,3.34,-0.29
1771524000,0.56,0.17
1771527600,0.25,-0.34
1771531200,0.18,0.31
1771534800,0.04,0.11
1771538400,-0.26,0.0
1771542000,-0.59,-2.25
1771545600,0.31,-1.45
1771549200,0.18,-0.49
1771552800,0.39,-1.4
1771556400,0.9,-0.63
1771560000,0.09,-0.19
1771563600,0.0,0.0
1771567200,-0.14,0.19
1771570800,0.0,0.0
1771574400,-0.64,-0.32
1771578000,-4.38,0.13
1771581600,-3.11,-2.14
1771585200,-3.48,-2.7
1771588800,-2.42,-2.62
1771592400,-1.89,-3.1
1771596000,-2.6,-3.38
1771599600,-0.38,-2.89
1771603200,0.89,-4.14
1771606800,0.65,-4.0
1771610400,-0.14,-1.66
1771614000,0.82,-4.77
1771617600,1.38,-3.74
1771621200,-0.99,-4.16
1771624800,-3.47,-0.41
1771628400,-2.36,-1.24
1771632000,-4.87,0.26
1771635600,-6.1,-2.15
1771639200,-4.85,0.49
1771642800,-6.15,-0.52
1771646400,-4.57,-0.53
1771650000,-5.59,-2.33
1771653600,-2.37,-0.6
1771657200,-1.94,-0.71
1771660800,-8.06,-1.88
1771664400,-7.48,-0.77
1771668000,-6.14,-1.37
1771671600,-4.56,0.05
1771675200,-5.0,-0.67
1771678800,-5.6,0.45
1771682400,-6.24,-3.24
1771686000,-3.51,-0.7
1771689600,-3.4,-0.89
1771693200,-1.7,-0.43
1771696800,-0.38,-0.29
1771700400,-0.81,-0.03
1771704000,-0.19,-0.8
1771707600,-2.07,-2.48
1771711200,-3.19,-1.6
1771714800,-2.42,-2.08
1771718400,-2.42,-2.17
1771722000,-4.64,-0.98
1771725600,-4.01,-1.97
1771729200,-4.32,-1.5
1771732800,-3.76,-1.86
1771736400,-4.47,-1.27
1771740000,-4.71,-0.91
1771743600,-4.42,-0.4
1771747200,-4.37,-2.74
1771750800,-3.24,-1.71
1771754400,-4.26,-3.14
1771758000,-3.26,-2.65
1771761600,-3.9,-2.68
1771765200,-3.19,-3.07
1771768800,-5.43,-1.81
1771772400,-4.95,-1.82
1771776000,-4.93,-0.24
1771779600,-5.77,-1.06
1771783200,-5.5,-2.45
1771786800,-5.89,-2.54
1771790400,-5.86,0.08
1771794000,-6.69,-0.87
1771797600,-6.55,-2.33
1771801200,-6.55,-1.33
1771804800,-2.08,-0.57
1771808400,-1.14,0.5
1771812000,-2.89,-0.51
1771815600,-4.13,-0.97
1771819200,-4.79,0.23
1771822800,-5.19,0.11
1771826400,-4.89,0.36
1771830000,-6.74,0.49
1771833600,-6.31,-1.55
1771837200,-7.0,-2.33
1771840800,-5.13,0.92
1771844400,-7.03,-2.75
1771848000,-6.81,-2.39
1771851600,-6.59,-0.15
1771855200,-7.85,-2.53
1771858800,-6.16,-3.72
1771862400,-4.28,-1.1
1771866000,-3.96,-1.86
1771869600,-1.99,-0.25
1771873200,-0.63,-0.03
1771876800,0.0,0.0
1771880400,0.47,-0.51
1771884000,-0.27,-1.09
1771887600,0.06,0.07
1771891200,-0.54,-0.08
1771894800,-0.45,-0.08
1771898400,-1.59,-0.47
1771902000,-0.85,-0.11
1771905600,0.0,0.0
1771909200,-0.2,-0.18
1771912800,-0.89,-0.25
1771916400,-0.54,-0.09
1771920000,-1.92,-0.49
1771923600,-1.63,-0.17
1771927200,-1.88,-1.67
1771930800,-1.99,-1.5
1771934400,-1.88,-1.83
1771938000,-1.32,-2.09
1771941600,-0.69,-1.95
1771945200,0.45,-2.06
1771948800,0.16,-1.16
1771952400,0.99,-1.69
1771956000,3.49,-3.43
1771959600,3.69,-4.72
1771963200,4.05,-4.54
1771966800,3.28,-4.9
1771970400,5.62,-5.76
1771974000,4.82,-4.2
1771977600,2.97,-2.71
1771981200,0.95,-1.17
1771984800,1.26,-2.16
1771988400,0.14,0.19
1771992000,0.0,0.0
1771995600,0.0,0.0
1771999200,0.0,0.0
1772002800,1.03,-0.83
1772006400,7.09,-5.7
1772010000,6.15,-5.94
1772013600,7.08,-7.08
1772017200,6.1,-6.71
1772020800,4.49,-5.36
1772024400,4.84,-5.0
1772028000,4.83,-6.17
1772031600,4.51,-6.25
1772035200,2.5,-3.58
1772038800,0.52,-0.35
1772042400,0.0,0.0
1772046000,-0.05,-0.15
1772049600,0.0,0.0
1772053200,0.0,0.0
1772056800,0.0,0.0
1772060400,0.0,0.0
1772064000,0.0,0.0
1772067600,0.0,0.0
1772071200,0.0,0.0
1772074800,0.0,0.0
1772078400,0.0,0.0
1772082000,0.2,-0.22
1772085600,1.04,-1.04
1772089200,0.16,-0.2
1772092800,-0.25,-0.74
1772096400,-0.39,-2.21
1772100000,-0.09,-2.02
1772103600,1.55,-2.6
1772107200,1.96,-7.44
1772110800,-1.15,-5.47
1772114400,-1.05,-6.47
1772118000,-0.67,-6.49
1772121600,1.47,-5.25
1772125200,4.33,-3.96
1772128800,2.83,-1.49
1772132400,1.72,-0.19
1772136000,1.24,-0.36
1772139600,0.28,0.06
1772143200,0.38,0.08
1772146800,0.0,0.0
1772150400,0.11,-0.28
1772154000,0.0,0.0
1772157600,0.0,0.0
1772161200,0.0,0.0
1772164800,0.0,0.0
1772168400,0.57,-0.52
1772172000,1.55,-1.6
1772175600,3.09,-1.75
1772179200,4.29,-3.74
1772182800,2.37,-8.69
1772186400,-1.13,-6.75
1772190000,-2.78,-6.6
1772193600,-5.53,-7.61
1772197200,-4.27,-6.45
1772200800,-5.32,-6.34
1772204400,-2.26,-7.23
1772208000,-5.53,-4.73
1772211600,-1.17,-2.28
1772215200,1.63,-2.56
1772218800,2.46,-2.51
1772222400,1.28,-4.06
1772226000,-0.31,-0.94
1772229600,0.0,0.0
1772233200,1.26,-0.68
1772236800,-0.87,-1.85
1772240400,-2.59,-3.8
1772244000,-0.64,-5.44
1772247600,-1.76,-4.85
1772251200,-0.33,-6.2
1772254800,0.25,-4.55
1772258400,-3.48,-5.16
1772262000,-5.09,-3.57
1772265600,-3.29,-8.2
1772269200,-4.54,-8.09
1772272800,-7.83,-8.72
1772276400,-9.55,-10.79
1772280000,-7.21,-6.97
1772283600,-5.77,-7.42
1772287200,-3.79,-3.71
1772290800,-3.27,-0.85
1772294400,-6.52,-1.74
1772298000,0.0,0.0
1772301600,0.0,0.0
1772305200,0.0,0.0
1772308800,0.0,0.0
1772312400,0.0,0.0
1772316000,0.0,0.0
1772319600,0.0,0.0
1772323200,0.07,0.16
1772326800,0.0,0.0
1772330400,0.0,0.0
1772334000,0.0,0.0
1772337600,0.09,0.12
1772341200,0.09,0.19
1772344800,0.0,0.0
1772348400,0.1,0.22
1772352000,0.16,-0.74
1772355600,3.18,-3.76
1772359200,3.51,-4.69
1772362800,-0.75,-7.49
1772366400,-3.41,-6.48
1772370000,-4.77,-7.53
1772373600,-2.6,-7.94
1772377200,0.19,-5.92
1772380800,1.83,-5.48
1772384400,2.12,-4.04
1772388000,2.21,-2.17
1772391600,1.65,-1.3
1772395200,0.0,0.0
1772398800,0.0,0.0
1772402400,0.0,0.0
1772406000,-0.11,-0.45
1772409600,-0.07,-0.35
1772413200,-0.21,-0.41
1772416800,0.0,0.0
1772420400,-0.15,-0.63
1772424000,0.0,0.0
1772427600,0.14,-0.23
1772431200,-0.52,-0.8
1772434800,0.97,-1.15
1772438400,5.74,-2.86
1772442000,4.44,-6.24
1772445600,3.49,-7.29
1772449200,6.84,-6.35
1772452800,5.87,-5.27
1772456400,6.07,-6.28
1772460000,5.63,-6.11
1772463600,6.72,-5.23
1772467200,5.26,-4.41
1772470800,0.89,-0.31
1772474400,0.0,0.0
1772478000,0.0,0.0
1772481600,0.0,0.0
1772485200,0.0,0.0
1772488800,0.0,0.0
1772492400,0.0,0.0
1772496000,0.0,0.0
1772499600,0.0,0.0
1772503200,0.0,0.0
1772506800,0.0,0.0
1772510400,0.0,0.0
1772514000,0.0,0.0
1772517600,0.0,0.0
1772521200,0.0,0.0
1772524800,0.32,-0.31
1772528400,-0.09,-0.19
1772532000,0.8,-1.06
1772535600,0.85,-3.83
1772539200,1.23,-3.07
1772542800,-0.65,-3.69
1772546400,0.02,-2.34
1772550000,1.4,-1.96
1772553600,0.71,-0.73
1772557200,0.0,0.0
1772560800,0.0,0.0
1772564400,0.0,0.0
1772568000,0.0,0.0
1772571600,0.0,0.0
1772575200,0.0,0.0
1772578800,0.0,0.0
1772582400,0.0,0.0
1772586000,0.0,0.0
1772589600,0.0,0.0
1772593200,0.0,0.0
1772596800,0.0,0.0
1772600400,0.0,0.0
1772604000,0.0,0.0
1772607600,0.0,0.0
1772611200,0.0,0.0
1772614800,0.0,0.0
1772618400,-0.16,-0.07
1772622000,-3.05,-4.29
1772625600,-1.04,-2.67
1772629200,-1.09,-5.43
1772632800,-0.53,-3.9
1772636400,-0.78,-5.53
1772640000,-0.24,-1.8
1772643600,0.0,0.0
1772647200,0.0,0.0
1772650800,0.0,0.0
1772654400,0.0,0.0
1772658000,0.0,0.0
1772661600,0.0,0.0
1772665200,0.0,0.0
1772668800,0.0,0.0
1772672400,0.0,0.0
1772676000,0.0,0.0
1772679600,-0.03,-0.24
1772683200,0.0,0.0
1772686800,0.0,0.0
1772690400,0.0,0.0
1772694000,-0.06,-0.17
1772697600,1.86,-1.46
1772701200,8.16,-3.55
1772704800,6.74,-6.85
1772708400,3.1,-5.28
1772712000,4.48,-5.21
1772715600,5.1,-4.31
1772719200,5.74,-3.29
1772722800,6.45,-4.25
1772726400,4.29,-2.78
1772730000,1.01,-0.15
1772733600,0.32,-0.03
1772737200,0.0,0.0
1772740800,0.0,0.0
1772744400,0.0,0.0
1772748000,-0.13,-0.25
1772751600,0.0,0.0
1772755200,0.0,0.0
1772758800,0.0,0.0
1772762400,0.0,0.0
1772766000,0.0,0.0
1772769600,0.0,0.0
1772773200,0.12,0.13
1772776800,0.0,0.0
1772780400,0.0,0.0
1772784000,0.0,0.0
1772787600,0.92,-0.58
1772791200,2.15,-3.86
1772794800,0.41,-2.84
1772798400,-0.29,-0.62
1772802000,0.31,-0.52
1772805600,0.7,-0.83
1772809200,-0.73,-1.36
1772812800,0.0,0.0
1772816400,0.0,0.0
1772820000,0.0,0.0
1772823600,0.0,0.0
1772827200,0.0,0.0
1772830800,0.21,0.19
1772834400,0.0,0.0
1772838000,0.0,0.0
1772841600,0.0,0.0
1772845200,0.0,0.0
1772848800,0.0,0.0
1772852400,0.36,0.0
1772856000,0.0,0.0
1772859600,0.0,0.0
1772863200,0.18,-0.02
1772866800,0.0,0.0
1772870400,0.36,-0.28
1772874000,0.43,-0.54
1772877600,-0.42,-0.02
1772881200,-0.39,-0.75
1772884800,-0.26,-0.23
1772888400,1.14,0.52
1772892000,-0.47,-2.47
1772895600,-0.47,-3.38
1772899200,-2.98,-3.9
1772902800,-0.18,-0.1
1772906400,0.0,0.0
1772910000,0.0,0.0
1772913600,0.0,0.0
1772917200,0.0,0.0
1772920800,0.0,0.0
1772924400,0.0,0.0
1772928000,0.0,0.0
1772931600,0.0,0.0
1772935200,0.0,0.0
1772938800,0.0,0.0
1772942400,0.0,0.0
1772946000,0.0,0.0
1772949600,0.0,0.0
1772953200,0.0,0.0
1772956800,0.0,0.0
1772960400,0.45,-0.26
1772964000,5.5,-2.47
1772967600,2.28,-2.09
1772971200,-1.25,-3.16
1772974800,-0.29,-4.88
1772978400,0.58,-3.97
1772982000,-0.21,-2.3
1772985600,-1.37,-3.03
1772989200,0.0,0.0
1772992800,0.0,0.0
1772996400,0.0,0.0
1773000000,0.0,0.0
1773003600,0.0,0.0
1773007200,0.0,0.0
1773010800,0.0,0.0
1773014400,0.0,0.0
1773018000,0.0,0.0
1773021600,0.0,0.0
1773025200,0.0,0.0
1773028800,0.0,0.0
1773032400,0.0,0.0
1773036000,0.0,0.0
1773039600,0.14,-0.16
1773043200,0.04,-0.39
1773046800,0.0,0.0
1773050400,-0.44,-3.46
1773054000,0.36,-3.46
1773057600,0.09,-3.69
1773061200,-0.14,-4.48
1773064800,0.94,-7.64
1773068400,-2.05,-4.03
1773072000,-0.42,-3.11
1773075600,0.43,-0.12
1773079200,0.0,0.0
1773082800,0.0,0.0
1773086400,0.0,0.0
1773090000,0.0,0.0
1773093600,0.0,0.0
1773097200,0.0,0.0
1773100800,0.0,0.0
1773104400,0.0,0.0
1773108000,-0.52,0.11
1773111600,0.17,0.24
1773115200,-0.48,0.05
1773118800,0.5,-0.21
1773122400,-0.08,-0.36
1773126000,0.81,-1.03
1773129600,-1.17,-3.15
1773133200,-0.8,-2.69
1773136800,-1.4,-2.82
1773140400,-3.19,-1.85
1773144000,-2.21,-2.48
1773147600,-2.86,-3.51
1773151200,-0.82,-2.13
1773154800,0.25,-1.74
1773158400,0.54,-0.48
1773162000,0.11,-0.23
1773165600,0.64,0.04
1773169200,0.29,-0.26
1773172800,0.0,0.0
1773176400,0.0,0.0
1773180000,0.65,-0.24
1773183600,0.82,-1.62
1773187200,1.54,-2.58
1773190800,1.05,-0.96
1773194400,3.2,-4.87
1773198000,3.1,-3.69
1773201600,1.87,-4.79
1773205200,2.39,-6.26
1773208800,-1.25,-5.94
1773212400,0.61,-9.81
1773216000,0.15,-4.47
1773219600,-1.03,-5.13
1773223200,-1.29,-8.0
1773226800,-1.36,-6.46
1773230400,-3.56,-4.23
1773234000,-2.63,-2.42
1773237600,-3.41,-1.07
1773241200,-2.69,-1.3
1773244800,-0.67,0.49
1773248400,0.0,0.0
1773252000,-0.26,0.19
1773255600,-0.44,0.07
1773259200,0.0,0.0
1773262800,0.0,0.0
1773266400,0.96,-0.03
1773270000,1.37,-0.1
1773273600,0.86,-0.17
1773277200,0.0,0.0
1773280800,-1.14,-0.43
1773284400,-1.37,-0.82
1773288000,-0.65,-2.17
1773291600,0.55,-2.7
1773295200,0.0,-1.78
1773298800,-0.3,-1.51
1773302400,-0.37,-2.22
1773306000,-1.81,-4.21
1773313200,-3.44,-8.41
1773316800,-5.55,-6.59
1773320400,-1.57,-10.17
1773324000,-1.6,-7.54
1773327600,-0.21,-9.58
1773331200,-0.21,-6.89
1773334800,-2.22,-7.98
1773338400,-1.98,-7.86
1773342000,1.73,-6.6
1773345600,-0.15,-7.31
1773349200,0.79,-5.41
1773352800,-0.07,-5.94
1773356400,0.01,-6.23
1773360000,1.72,-6.67
1773363600,3.06,-8.07
1773367200,2.97,-8.93
1773370800,2.29,-9.44
1773374400,1.28,-8.01
1773378000,2.21,-8.63
1773381600,2.38,-8.05
1773385200,2.58,-8.01
1773388800,4.17,-7.03
1773392400,1.66,-7.32
1773396000,4.38,-6.78
1773399600,0.82,-6.25
1773403200,-1.83,-1.04
1773406800,-1.3,0.3
1773410400,-0.91,0.17
1773414000,0.0,0.0
1773417600,-0.02,0.18
1773421200,-0.6,-0.36
1773424800,-0.05,-0.08
1773428400,-1.29,-0.74
1773432000,0.34,-1.24
1773435600,-0.11,-1.15
1773439200,0.91,-2.63
1773442800,-1.63,-2.97
1773446400,-1.13,-1.63
1773450000,-0.08,-1.83
1773453600,0.65,-1.96
1773457200,-1.68,-1.03
1773460800,-1.14,-0.43
1773464400,-2.53,-0.63
1773468000,-1.6,-0.07
1773471600,-2.86,-1.26
1773475200,-3.52,-3.22
1773478800,-2.7,-0.96
1773482400,-4.48,-0.43
1773486000,-5.84,-0.83
1773489600,-3.36,0.16
1773493200,-8.31,-1.03
1773496800,-8.29,-0.37
1773500400,-4.99,-0.56
1773504000,-2.87,-0.12
1773507600,-0.8,0.43
1773511200,0.05,0.45
1773514800,-0.19,0.64
1773518400,0.0,0.0
1773522000,0.25,0.53
1773525600,0.3,0.34
1773529200,0.19,0.69
1773532800,0.0,0.0
1773536400,0.0,0.0
1773540000,0.46,0.79
1773543600,0.36,0.45
1773547200,0.33,0.45
1773550800,0.11,0.52
1773554400,0.11,0.54
1773558000,0.0,0.0
1773561600,0.88,-0.74
1773565200,0.31,-0.55
1773568800,-0.09,-4.62
1773572400,-0.08,-3.02
1773576000,-0.84,-4.48
1773579600,-2.63,-2.54
1773583200,-4.85,-2.34
1773586800,-2.34,-4.03
1773590400,-3.23,-5.71
1773594000,1.19,-3.48
1773597600,2.32,-2.82
1773601200,0.94,-1.98
1773604800,2.33,-2.9
1773608400,-0.08,-5.21
1773612000,-0.81,-3.0
1773615600,1.16,-5.2
1773619200,-0.04,-3.87
1773622800,-0.89,-0.11
1773626400,-2.62,-0.81
1773630000,-4.38,0.11
1773633600,-6.23,-0.13
1773637200,-5.98,-1.64
1773640800,-5.1,-0.81
1773644400,-7.78,0.83
1773648000,-8.03,-2.19
1773651600,-6.5,-0.56
1773655200,-6.61,0.17
1773658800,-6.18,-0.35
1773662400,-8.21,-0.86
1773666000,-6.97,-2.68
1773669600,-8.81,-5.05
1773673200,-7.85,-3.1
1773676800,-6.35,-0.49
1773680400,-6.0,-0.2
1773684000,-2.52,-1.31
1773687600,-0.3,-0.33
1773691200,0.32,-0.61
1773694800,0.36,-1.28
1773698400,0.25,-0.48
1773702000,-0.17,-0.05
1773705600,0.0,0.0
1773709200,0.32,-0.42
1773712800,0.87,-0.04
1773716400,-0.02,-0.1
1773720000,0.0,0.0
1773723600,0.0,0.0
1773727200,1.54,-0.46
1773730800,2.35,-0.88
1773734400,2.64,-1.1
1773738000,3.05,-5.42
1773741600,3.06,-5.68
1773745200,5.71,-7.03
1773748800,4.38,-6.2
1773752400,1.37,-5.77
1773756000,2.33,-2.5
1773759600,4.15,-3.57
1773763200,2.96,-4.09
1773766800,4.83,-3.54
1773770400,0.4,-0.31
1773774000,1.34,-0.39
1773777600,2.33,-1.17
1773781200,2.82,-1.7
1773784800,0.32,0.03
1773788400,0.0,0.0
1773792000,0.0,0.0
1773795600,0.76,-0.08
1773799200,0.0,0.0
1773802800,0.0,0.0
1773806400,0.15,-0.02
1773810000,1.78,-0.39
1773813600,1.8,-1.24
1773817200,7.49,-2.39
1773820800,8.7,-3.87
1773824400,9.98,-4.19
1773828000,7.42,-2.11
1773831600,5.26,0.37
1773835200,10.6,-4.34
1773838800,6.67,-1.13
1773842400,10.42,-2.99
1773846000,5.59,0.77
1773849600,5.68,1.9
1773853200,2.6,1.01
1773856800,3.21,2.03
1773860400,2.33,0.41
1773864000,2.71,0.87
1773867600,2.49,1.52
1773871200,0.8,1.64
1773874800,0.71,1.84
1773878400,0.77,1.28
1773882000,-0.02,0.44
1773885600,0.07,0.68
1773889200,0.06,0.6
1773892800,-0.14,0.19
1773896400,0.0,0.0
1773900000,-0.03,0.26
1773903600,-0.92,2.2
1773907200,-2.13,0.84
1773910800,5.78,-1.59
1773914400,8.17,-2.26
1773918000,5.78,-1.29
1773921600,6.44,1.05
1773925200,3.86,0.61
1773928800,2.27,2.41
1773932400,1.68,4.17
1773936000,2.1,3.16
1773939600,1.13,4.34
1773943200,-0.21,3.59
1773946800,-0.01,3.27
1773950400,0.38,2.25
1773954000,-0.14,-0.08
1773957600,-0.16,0.01
1773961200,0.0,0.0
1773964800,0.12,0.01
1773968400,0.39,0.41
1773972000,0.1,0.25
1773975600,0.39,0.0
1773979200,0.52,0.66
1773982800,0.25,0.05
1773986400,0.19,0.0
1773990000,1.22,-0.67
1773993600,0.34,-0.68
1773997200,-1.29,-0.67
1774000800,0.43,0.32
1774004400,4.0,0.31
1774008000,1.19,2.72
1774011600,2.04,2.17
1774015200,1.86,3.35
1774018800,1.49,3.66
1774022400,2.15,4.1
1774026000,1.76,4.91
1774029600,0.98,3.12
1774033200,0.12,1.74
1774036800,-0.01,0.62
1774040400,-0.82,1.53
1774044000,-0.13,1.06
1774047600,-0.7,1.28
1774051200,-0.29,1.07
1774054800,0.36,-0.02
1774058400,0.7,0.03
1774062000,1.11,-0.16
1774065600,0.09,-0.02
1774069200,0.06,0.98
1774072800,0.42,1.4
1774076400,-0.65,1.48
1774080000,-0.01,1.13
1774083600,-0.67,1.18
1774087200,1.66,1.93
1774090800,0.97,2.03
1774094400,2.38,1.09
1774098000,1.18,3.05
1774101600,2.24,3.39
1774105200,1.88,5.82
1774108800,0.99,3.0
1774112400,1.96,3.38
1774116000,0.61,2.79
1774119600,1.14,3.59
1774123200,1.01,3.94
1774126800,1.33,3.29
1774130400,-0.49,1.95
1774134000,-1.05,1.07
1774137600,-0.68,1.51
1774141200,-0.7,0.65
1774144800,0.05,0.41
1774148400,0.2,0.81
1774152000,-0.11,0.1
1774155600,-0.04,0.17
1774159200,0.0,0.0
1774162800,-0.18,0.45
1774166400,-0.94,1.24
1774170000,0.73,-2.01
1774173600,8.1,-4.53
1774177200,7.18,-5.33
1774180800,3.56,0.05
1774184400,2.37,3.87
1774188000,3.6,-2.23
1774191600,1.69,2.47
1774195200,0.76,4.51
1774198800,0.81,4.64
1774202400,0.87,2.28
1774206000,-0.25,0.62
1774209600,0.05,0.17
1774213200,0.07,0.15
1774216800,0.19,0.19
1774220400,0.35,0.35
1774224000,0.63,0.4
1774227600,0.44,0.28
1774231200,0.3,0.34
1774234800,0.33,0.42
1774238400,1.04,0.64
1774242000,0.39,0.68
1774245600,0.54,0.45
1774249200,0.66,-0.31
1774252800,-0.2,0.24
1774256400,-2.13,-0.02
1774260000,2.92,2.69
1774263600,2.29,5.41
1774267200,0.17,2.37
1774270800,1.37,2.12
1774274400,-1.4,1.14
1774278000,0.35,-0.83
1774281600,-0.26,0.49
1774285200,-0.07,0.53
1774288800,0.0,0.73
1774292400,-0.4,0.33
1774296000,-0.54,0.9
1774299600,0.23,0.17
1774303200,0.08,0.04
1774306800,0.0,0.0
1774310400,0.0,0.0
1774314000,0.0,0.0
1774393200,1.91,-4.21
1774396800,1.08,-4.02
1774400400,-4.68,-2.13
1774404000,-3.92,-4.5
1774407600,-4.94,-1.67
1774411200,-5.81,-0.07
1774414800,-5.45,-1.27
1774418400,-4.02,0.49
1774422000,-5.0,0.48
1774425600,-4.97,0.14
1774429200,-11.68,-1.35
1774432800,-4.78,0.57
