recorded_hour,humidity,pressure,temperature,wind_sin,wind_cos,hour_sin,hour_cos,day_sin,day_cos,pressure_minus_3h,pressure_trend_3h,forecast_temperature,forecast_humidity,forecast_pressure,forecast_wind_sin,forecast_wind_cos
"2025-11-15 18:00:00",82,1001.6666666667,14.316666666667,0,0,-1,-1.836970198721E-16,-0.7142921172691,0.69984767714641,,,12.3,99,1007.3,-0.39143503242952,0.58032630078853
"2025-11-15 18:00:00",82,1001.6666666667,14.316666666667,0,0,-1,-1.836970198721E-16,-0.7142921172691,0.69984767714641,,,12.3,99,1007.3,-0.39143503242952,0.58032630078853
"2025-11-15 19:00:00",83,1001.8666666667,13.733333333333,0,0,-0.96592582628907,0.25881904510252,-0.7142921172691,0.69984767714641,,,12.1,99,1007.3,0.8,-1.3856406460551
"2025-11-15 19:00:00",83,1001.8666666667,13.733333333333,0,0,-0.96592582628907,0.25881904510252,-0.7142921172691,0.69984767714641,,,12.1,99,1007.3,0.8,-1.3856406460551
"2025-11-15 20:00:00",83.833333333333,1002.05,13.466666666667,0,0,-0.86602540378444,0.5,-0.7142921172691,0.69984767714641,,,12.2,97,1007.8,-2.5172815641994,-3.1085838458279
"2025-11-15 20:00:00",83.833333333333,1002.05,13.466666666667,0,0,-0.86602540378444,0.5,-0.7142921172691,0.69984767714641,,,12.2,97,1007.8,-2.5172815641994,-3.1085838458279
"2025-11-15 21:00:00",84,1002.1166666667,13.283333333333,0,0,-0.70710678118655,0.70710678118655,-0.7142921172691,0.69984767714641,1001.6666666667,0.45000000000005,12,99,1008.4,-1.1576768944314,-4.0372991229409
"2025-11-15 21:00:00",84,1002.1166666667,13.283333333333,0,0,-0.70710678118655,0.70710678118655,-0.7142921172691,0.69984767714641,1001.6666666667,0.45000000000005,12,99,1008.4,-1.1576768944314,-4.0372991229409
"2025-11-15 22:00:00",84,1002.3166666667,13.116666666667,0,0,-0.5,0.86602540378444,-0.7142921172691,0.69984767714641,1001.8666666667,0.44999999999993,11.7,100,1008.2,-1.2051662780623,-3.7091204135511
"2025-11-15 22:00:00",84,1002.3166666667,13.116666666667,0,0,-0.5,0.86602540378444,-0.7142921172691,0.69984767714641,1001.8666666667,0.44999999999993,11.7,100,1008.2,-1.2051662780623,-3.7091204135511
"2025-11-15 23:00:00",84,1002.1833333333,13.05,0,0,-0.25881904510252,0.96592582628907,-0.7142921172691,0.69984767714641,1002.05,0.13333333333333,11.4,99,1008.5,-2.1240922365586,-3.2708152149872
"2025-11-15 23:00:00",84,1002.1833333333,13.05,0,0,-0.25881904510252,0.96592582628907,-0.7142921172691,0.69984767714641,1002.05,0.13333333333333,11.4,99,1008.5,-2.1240922365586,-3.2708152149872
"2025-11-16 00:00:00",84,1002.2833333333,13,0,0,0,1,-0.7021479494047,0.71203107877871,1002.1166666667,0.16666666666663,10.9,99,1008.6,-0.36584962143679,-3.480826633789
"2025-11-16 00:00:00",84,1002.2833333333,13,0,0,0,1,-0.7021479494047,0.71203107877871,1002.1166666667,0.16666666666663,10.9,99,1008.6,-0.36584962143679,-3.480826633789
"2025-11-16 01:00:00",84,1002.0666666667,12.883333333333,0,0,0.25881904510252,0.96592582628907,-0.7021479494047,0.71203107877871,1002.3166666667,-0.25,10.7,99,1008.6,-0.9371670097778,-3.2682897661903
"2025-11-16 01:00:00",84,1002.0666666667,12.883333333333,0,0,0.25881904510252,0.96592582628907,-0.7021479494047,0.71203107877871,1002.3166666667,-0.25,10.7,99,1008.6,-0.9371670097778,-3.2682897661903
"2025-11-16 02:00:00",83,1001.8833333333,12.8,0,0,0.5,0.86602540378444,-0.7021479494047,0.71203107877871,1002.1833333333,-0.30000000000007,10.4,100,1008.5,3.5514757175273E-16,-2.9
"2025-11-16 02:00:00",83,1001.8833333333,12.8,0,0,0.5,0.86602540378444,-0.7021479494047,0.71203107877871,1002.1833333333,-0.30000000000007,10.4,100,1008.5,3.5514757175273E-16,-2.9
"2025-11-16 03:00:00",83,1001.4833333333,12.716666666667,0,0,0.70710678118655,0.70710678118655,-0.7021479494047,0.71203107877871,1002.2833333333,-0.80000000000007,10.4,100,1008.2,-0.17439118436031,-2.4939101256496
"2025-11-16 03:00:00",83,1001.4833333333,12.716666666667,0,0,0.70710678118655,0.70710678118655,-0.7021479494047,0.71203107877871,1002.2833333333,-0.80000000000007,10.4,100,1008.2,-0.17439118436031,-2.4939101256496
"2025-11-16 04:00:00",83,1001.3666666667,12.683333333333,0,0,0.86602540378444,0.5,-0.7021479494047,0.71203107877871,1002.0666666667,-0.69999999999982,10.4,100,1007.9,-0.19499094944824,-1.5880738426261
"2025-11-16 04:00:00",83,1001.3666666667,12.683333333333,0,0,0.86602540378444,0.5,-0.7021479494047,0.71203107877871,1002.0666666667,-0.69999999999982,10.4,100,1007.9,-0.19499094944824,-1.5880738426261
"2025-11-16 05:00:00",83,1001.3,12.616666666667,0,0,0.96592582628907,0.25881904510252,-0.7021479494047,0.71203107877871,1001.8833333333,-0.58333333333326,10.1,100,1008,0.40360199278419,-2.8717773993506
"2025-11-16 05:00:00",83,1001.3,12.616666666667,0,0,0.96592582628907,0.25881904510252,-0.7021479494047,0.71203107877871,1001.8833333333,-0.58333333333326,10.1,100,1008,0.40360199278419,-2.8717773993506
